HouseName,Forecasted_Load_kWh_ 1,Forecasted_Load_kWh_ 2,Forecasted_Load_kWh_ 3,Forecasted_Load_kWh_ 4,Forecasted_Load_kWh_ 5,Forecasted_Load_kWh_ 6,Forecasted_Load_kWh_ 7,Forecasted_Load_kWh_ 8,Forecasted_Load_kWh_ 9,Forecasted_Load_kWh_10,Forecasted_Load_kWh_11,Forecasted_Load_kWh_12,Forecasted_Load_kWh_13,Forecasted_Load_kWh_14,Forecasted_Load_kWh_15,Forecasted_Load_kWh_16,Forecasted_Load_kWh_17,Forecasted_Load_kWh_18,Forecasted_Load_kWh_19,Forecasted_Load_kWh_20,Forecasted_Load_kWh_21,Forecasted_Load_kWh_22,Forecasted_Load_kWh_23,Forecasted_Load_kWh_24
SX2897775C_2_house,2.00743431666667,1.66781491083333,1.55422401458333,1.50244578333333,1.49307191958333,0.95525,2.1891855825,2.44552303333333,2.59544693333333,3.26968805,3.27281780541667,3.25830743333333,3.30340300791667,2.67442613333333,3.29993480291667,3.961169995,3.34416109416667,3.40706831666667,3.50073825666667,2.92726688333333,2.99004298333333,2.53399144166667,3.34800898333333,3.13210318333333
SX3010565C_1_house,0.639166666666667,0.481833333333333,0.373666666666667,0.334333333333333,0.87233846125,0.314666666666667,0.897381683333333,1.5585867,2.24748332,2.35903484916667,2.39460718041667,1.77409133333333,2.41840300791667,2.43357579666667,2.44627192791667,2.44467450583333,3.1239498775,2.44806831666667,2.45056292333333,0.5015,2.46812050041667,1.19977910833333,1.86466310875,1.33488250833333
SX2916609C_1_house,1.32933333333333,1.09966666666667,0.840833333333334,0.702666666666667,0.646333333333334,0.629333333333334,0.629333333333334,1.28324935,2.63292486,2.76753484916667,3.49828607208333,2.84909721666667,2.86207450791667,2.87841879666667,2.88813292791667,3.53325332833333,3.55661654416667,3.56192198333333,2.89061759,0.969,2.97479200041667,2.35001206958333,1.78783011708333,1.93589553216667
SX2879073C_1_house,1.042,0.9635,0.944,0.944,1.00325,1.151,1.2885,1.3275,4.44317158666667,3.24637784916667,3.94078607208333,3.29159721666667,3.28599600791667,3.96803486333334,3.32152192791667,4.06170505583334,4.15614421083334,1.56375,1.6325,1.79025,2.0165,1.976,1.6015,1.2875
SX3104126C_1_house,2.2776787675,0.9437315775,0.337333333333333,0.316166666666667,0.87233846125,0.891641333333333,0.341916666666667,1.6196897,1.67758006,2.35024859916667,2.39098618041667,2.40659721666667,1.74973716625,2.4689402,1.79149455,2.410028445,2.45218909416667,3.14608865,1.81121739,1.19575444166667,1.83039067541667,1.26155194166667,1.30049678375,1.28272550833333
SX3029503C_1_house,2.98886931833333,0.629333333333334,1.219593875,1.265671,1.33440525291667,1.41912593333333,0.885,2.0631168325,2.72931665333333,2.79919184916667,2.20554728333333,3.46543643333333,2.20500801666667,2.84040639333333,2.88656223916667,3.00164683916667,3.74342221083334,2.42004798333333,3.20119225666667,2.033527275,2.58055734208333,2.28353490291667,2.08183944208333,1.36455884166667
SX2691950C_1_house,3.60368843416667,2.56335223333333,1.68572804166667,1.57833766666667,1.52921244166667,1.52097466666667,2.13052303333333,2.2728780825,3.11209152666667,3.88830686583333,3.93897557208333,3.95739288333333,3.30457450791667,3.3522362,4.64759828916667,3.99206605583333,4.03146046666667,4.70527565,4.07387112333333,2.85001688333333,3.54027750041667,3.56758465583333,3.18216598333333,3.33043168333333
SX2691950C_2_house,2.993018335,0.939833333333334,1.32892720833333,1.22277911666667,0.629333333333334,0.629333333333334,1.21854835,1.89760841583333,2.69429552666667,2.80153484916667,2.83710718041667,2.84909721666667,2.86090300791667,2.87841879666667,2.88628576125,3.52411432833333,3.55942221083334,3.57475531666667,2.91628425666667,1.0095,3.00228233375,2.37855773625,2.52999931666667,2.021220675
SX2691951C_1_house,4.93720895166666,1.84166211666667,1.53269554166667,1.32783766666667,1.21407191958333,0.629333333333334,1.21673435,1.86245936666667,2.58033286,2.73254451583333,2.83891768041667,2.84909721666667,2.86207450791667,2.88012279666667,2.88877192791667,2.89645250583333,2.8751334275,3.55258865,2.20138405666667,0.931666666666667,2.94679200041667,2.33315590291667,2.35932977541667,1.25366666666667
SX2691951C_2_house,0.979560134166667,0.937967783333333,0.319833333333333,0.902504333333333,0.314666666666667,0.8845426,0.387666666666667,1.03277368333333,2.28681665333333,1.7100768325,1.73342828875,1.74080155,1.75090866625,1.75460873,1.75739965291667,1.77050528916667,2.46680009416667,2.49673498333333,0.52325,0.5455,2.53970866708333,1.32661244166667,1.26299678375,0.523166666666667
SX2879076C_1_house,2.82218843416667,1.55444011666667,1.53319554166667,1.53183766666667,1.59296244166667,2.2851006,1.88190101666667,2.5237750825,3.20509152666667,3.24169184916667,3.27779668041667,3.25830743333333,3.314590525,3.29141879666667,3.32238292791667,4.06406605583334,3.48066109416667,4.25367198333333,3.62048825666667,1.80075,4.62034549208333,3.23267873625,2.82383460875,1.88306219883333
SX2841630C_1_house,2.20110510083333,0.914183494166667,0.88342005625,0.902504333333333,0.86373858625,0.8810426,0.380666666666667,0.4275,4.19299705333333,2.36372084916667,3.05759657208333,1.74080155,2.42191750791667,0.436416666666667,0.432666666666667,0.43875,0.454666666666667,0.4865,0.51975,0.543166666666667,0.59325,0.668166666666667,0.661666666666667,0.541833333333333
SX2841630C_2_house,3.8850280675,0.724,1.21825338958333,0.629333333333334,1.209114275,0.646833333333333,1.31073435,1.43687668333333,2.72931665333333,2.79919184916667,2.20554728333333,2.84909721666667,2.22467468333333,2.90560686666667,2.22341121666667,2.88141725583333,2.874213755,2.9192423,3.00889625666667,1.73886060833333,2.42104767541667,1.93115810833333,2.60649644208333,1.82171584166667
SX2841629C_1_house,4.274542285,1.81320661083333,1.217996375,1.18777911666667,0.647833333333333,1.27345926666667,1.41137201666667,2.09942003333333,3.36414212,2.79919184916667,2.864915675,2.84909721666667,3.48774304083333,2.89092153333333,3.5191288475,3.59139938916667,3.64028321083334,3.70692198333333,3.05932159,1.81150444166667,3.22545383375,2.62501206958333,2.42482977541667,2.15861137383333
SX2841629C_2_house,4.1065280675,2.1598732775,1.53266304166667,1.53183766666667,2.07828436125,1.58062593333333,1.79455801666667,3.11942984916667,3.80664212,3.89299286583333,3.94078607208333,3.95739288333333,3.97441184958333,3.96803486333334,3.98049136958333,4.02220505583334,4.7599053275,4.86977565,1.593,1.652,5.72483337583333,4.00929117791667,1.9175,1.4455
SX2785523C_1_house,0.337333333333333,0.316166666666667,0.314666666666667,0.314666666666667,0.341916666666667,0.975641333333333,0.4395,1.6140138325,2.31540552666667,2.31990939833333,2.39279668041667,2.40659721666667,2.40931967458333,2.42608546333333,2.44488292791667,2.47267450583333,3.156252205,3.21417198333333,1.86018005666667,0.61425,2.63045866708333,1.90753490291667,1.73899644208333,1.04822550833333
SX3216347C_1_house,1.87074831666667,1.65066211666667,1.53022401458333,1.50244578333333,1.49307191958333,1.53937593333333,1.71440101666667,2.43247188166667,2.60055893333333,3.27203105,3.27779668041667,2.65909133333333,2.62917254125,3.30197379666667,3.30025430291667,3.32400058916667,4.017391205,3.45506831666667,3.54185025666667,2.28788344166667,3.04347400875,3.24836823625,3.24516310875,2.27306219883333
SX3141388C_1_house,2.1937717675,0.346666666666667,0.909496375,0.314666666666667,0.314666666666667,0.334916666666667,0.965038683333333,1.62644174916667,1.08073346666667,1.7036335825,1.73342828875,1.77409133333333,1.74973716625,1.11236606666667,1.75708015291667,1.77000528916667,1.7843169775,1.81488131666667,1.19742886666667,2.49985170291667,0.597916666666667,0.6735,0.657666666666667,1.17022550833333
SX3066801C_1_house,0.332833333333333,0.314666666666667,1.46458309791667,0.904754333333334,0.928447608333333,0.9542926,0.4425,1.6140138325,3.55646758666666,3.00564986583333,3.05578607208333,3.07164288333333,3.07957851625,3.10345153,3.12649136958333,3.84129093916667,3.8771553275,0.5325,0.555916666666667,0.6255,0.693666666666667,0.627166666666667,0.475833333333333,0.399416666666667
SX2879055C_1_house,0.725333333333334,0.657666666666667,0.629333333333334,0.629333333333334,1.81082671666667,1.298308,1.99610636666667,2.69508809916667,3.36414212,4.06266843166667,3.49466507208333,4.14739876666667,3.52406884958333,4.17491586,4.23204414458333,4.2721242725,4.31973866083333,4.38477565,4.40934599,1.806837775,4.52957048375,3.27269301125,3.07232943375,1.5272288655
SX2973144C_1_house,0.354666666666667,0.324833333333333,0.314666666666667,0.314666666666667,0.908697608333333,0.9207926,1.00956768333333,1.67012603333333,2.92334612,2.35669184916667,3.0175672025,3.07239288333333,3.08349034958333,3.10270153,3.11990803625,3.14670505583334,3.1724498775,3.88102565,2.52548825666667,1.25092110833333,3.25051699208333,1.93534540291667,1.80832977541667,1.082892175
SX2973144C_2_house,0.629333333333334,0.672833333333333,0.775333333333334,0.864333333333333,0.885,0.885,2.0215285825,2.0878780825,2.12776606,2.77824859916667,2.81065113875,3.47643643333333,2.22240866625,2.97575213,3.04931342791667,3.78570505583334,3.2119944275,3.32657563333333,3.33466593333333,1.713337775,2.78361566708333,1.382945775,1.90966310875,1.27355884166667
SX2785518C_1_house,0.8005,0.688,0.639,0.629333333333334,0.629333333333334,1.250808,1.36473435,2.0866897,2.76259152666667,2.82953105,2.83529668041667,2.84909721666667,3.4962527075,2.86528946333333,2.90213065833333,3.5742327225,2.92382776083333,3.66908865,3.03248825666667,1.09166666666667,3.14345866708333,3.27245784458333,2.55249644208333,1.64856219883333
SX2766717C_1_house,1.52147680083333,1.53666211666667,1.54241304166667,1.61044578333333,1.77157191958333,1.87562593333333,1.3275,2.54192003333333,3.17011265333333,2.62775903333333,3.27273618041667,2.59630155,3.24149386583333,3.3604402,2.75757788333333,3.52450058916667,3.57640808833333,3.714311,3.84405391333333,3.40538788333333,3.14672400875,2.68155773625,2.46691598333333,1.05225
SX2673309C_1_house,1.39325,1.102,0.9935,0.944,0.944,0.95825,1.061,1.83571001666667,4.44146758666667,3.24403484916667,3.93897557208333,3.9573928833333,3.30691750791667,3.99363686333333,3.30209142791667,3.99809405583334,1.337,1.4055,1.51875,1.6025,1.68525,1.8965,2.066,1.8415
SX2673309C_2_house,3.33819473416666,0.888683494166667,0.904927208333333,0.314666666666667,0.913818608333333,0.9237926,0.424166666666667,1.66352303333333,2.32179552666667,1.73807303333333,2.39279668041667,1.77409133333333,2.37866536583333,2.42693746333333,2.44168859458333,1.7842276225,3.1744498775,2.52281831666667,1.85251339,0.587416666666667,2.59862050041667,1.31577910833333,1.80032977541667,0.439833333333333
SX3104113A_1_house,1.76159755083333,1.03,1.54776054166667,1.53183766666667,1.49307191958333,1.58922466666667,1.75405801666667,2.4967750825,2.59715093333333,3.23934884916667,3.24319881083333,2.65909133333333,3.30018138291667,2.65542613333333,3.30025430291667,3.33100058916667,3.41872735,3.48306831666667,3.56114625666667,2.30550444166667,3.09247400875,3.30436823625,3.20316310875,2.19021584166667
SX3104113A_2_house,1.5215,1.76719011666667,1.022,1.51194578333333,1.52559144166667,1.49212593333333,1.01825,2.40202303333333,3.18609152666667,3.24403484916667,2.64985778333333,3.29159721666667,3.30340300791667,3.32091879666667,3.30652192791667,3.31128583916667,3.33255009416667,4.06242198333333,2.79651339,1.57875,3.58079200041667,3.08911823625,3.29844148375,1.946
SX3104121A_1_house,3.90787561833333,0.3255,0.314666666666667,0.314666666666667,0.913129108333333,0.370666666666667,0.969960899166667,1.6453780825,1.68526606,1.7100768325,1.73342828875,2.40659721666667,1.74414899958333,1.75117339666667,1.76149681958333,2.4646191725,1.80815031083333,2.52031831666667,1.88778306666667,2.53512453625,0.654833333333333,1.31534760833333,0.5685,1.08321584166667
SX3104121A_2_house,0.97175,1.68194011666667,1.83569554166667,1.91533766666667,1.91090194166667,1.87562593333333,1.91490101666667,2.54192003333333,3.79739212,3.21219184916667,3.8841277025,3.31009721666667,3.39940300791667,4.16521646,4.2594483475,4.41081605583334,5.3059053275,4.72442198333333,4.43016712333333,1.3715,3.75626699208333,2.29992873625,2.20824160875,0.944
SX2673310A_1_house,0.709333333333333,0.649666666666667,0.629333333333334,0.629333333333334,0.657833333333333,0.745333333333333,1.42939135,1.48560701666667,3.36243812,2.80153484916667,2.83529668041667,2.84909721666667,3.52241184958333,2.86045613,2.87860526125,3.59870505583333,3.65297754416667,3.71692198333333,1.081,1.16783333333333,4.56157048375,2.60682256958333,1.12633333333333,0.887666666666667
SX2673310A_2_house,3.34619473416666,0.892683494166667,0.904394708333333,0.314666666666667,0.87348858625,0.363666666666667,0.416166666666667,1.6206168325,2.28681665333333,2.35669184916667,2.39279668041667,2.40659721666667,2.41515300791667,2.42778946333333,2.43968859458333,2.46100783916667,3.1664498775,3.19667198333333,0.5375,0.573416666666667,3.23851699208333,1.94615590291667,1.19549678375,0.455833333333333
SX2916627A_1_house,0.637833333333333,0.480916666666667,0.373333333333333,0.334166666666667,0.314666666666667,0.314666666666667,0.314916666666667,0.344666666666667,0.4035,1.06346181583333,1.73523878875,1.74080155,1.75090866625,1.76100673,2.44618859458333,1.76453328916667,2.44127209416667,1.08852765,0.4625,0.50175,0.531166666666667,0.55125,0.620166666666667,0.697666666666667
SX2916627A_2_house,5.0065280675,2.28635016083333,2.46066643125,1.65983766666667,1.55828094166667,1.49212593333333,0.944,2.1588668325,3.58684612,2.5284198325,3.94078607208333,2.62580155,3.30574600791667,3.32262279666667,3.33159142791667,3.32917483916667,3.98864421083334,1.31025,1.352,1.4355,1.54125,1.6175,1.73775,1.9565
SX2804283A_1_house,2.18460510083333,0.343333333333333,0.907829708333334,0.314666666666667,0.314666666666667,0.914391333333333,0.389666666666667,1.04071001666667,2.28511265333333,1.09380101666667,1.73342828875,1.10829566666667,1.74651554125,1.75342339666667,1.75708015291667,1.7708386225,1.78534464416667,1.81821465,1.19992886666667,0.546166666666667,1.22907751708333,1.94222440291667,1.28832815833333,0.517833333333333
SX2804283A_2_house,4.731542285,3.83260996083334,1.28392005625,1.21477911666667,1.18700512791667,1.206308,1.23523435,2.5288184325,3.34512099333333,3.44170661583333,4.11943559416666,4.14739876666667,4.20057769125,3.55333086333334,4.2051816225,4.206172545,4.21201332166667,4.90846996666667,4.25309564666667,3.013460825,3.00588920875,3.04888080291667,2.56317081666667,2.63510801666667
SX3104122A_1_house,0.329833333333333,0.314666666666667,0.314666666666667,0.909254333333333,0.90673858625,0.412166666666667,1.02521501666667,1.65692003333333,2.92334612,2.38703105,3.0193777025,3.07014288333333,2.44100719166667,3.10005253,3.77366778916667,3.1658717225,3.20017221083333,3.86678296666667,2.55310892333333,1.93806813625,2.62178716708333,1.86703490291667,1.71016794208333,1.63619470716667
SX3104122A_2_house,1.18331013416667,1.0237668275,0.924057347916667,0.330166666666667,0.896258108333334,0.314666666666667,0.320916666666667,1.52818049916667,2.28440552666667,1.7036335825,2.39098618041667,1.77409133333333,2.41840300791667,1.76185873,2.44354959458333,1.76389428916667,2.44518909416667,3.13208865,1.78151339,0.50775,1.81756217541667,1.18362679458333,1.88015827541667,1.32355400833333
SX2785519A_1_house,1.09,0.9875,0.944,0.944,0.96725,1.65597466666667,1.82321501666667,3.11942984916667,4.44146758666667,3.89299286583333,4.56374609416667,4.58989876666667,4.60084004916667,4.60843452666667,4.63273728916667,4.68447821166667,4.75737432166667,5.53888663333334,4.94484599,1.70625,5.78683337583333,3.96279117791667,4.2817760925,1.3835
SX2785519A_2_house,1.58018431666667,1.32135016083333,1.82298143125,1.77728345,1.209114275,1.75443393333333,0.685833333333334,2.01575336666667,4.63216372,3.45283586583333,4.15765446375,3.51489288333333,4.20057769125,3.55588686333333,4.22737747791667,0.865333333333333,0.884166666666667,0.922666666666667,0.999666666666667,1.0595,1.09966666666667,1.23316666666667,1.38966666666667,1.28333333333333
SX2748129A_1_house,3.74936140083333,1.83153994416667,1.222061375,1.77561678333333,1.212735275,1.80893393333333,1.38473435,2.67092984916667,4.00067158666667,3.44814986583333,4.12305659416667,4.18068855,3.53191184958333,4.21178026333333,4.22654414458333,4.2596242725,4.29473866083333,4.36227565,1.0575,1.09833333333333,1.85382751708333,1.38433333333333,1.28733333333333,0.987666666666667
SX2748129A_2_house,3.3341964175,1.33399545,1.78564407083333,1.18777911666667,1.209114275,1.18195926666667,1.28473435,2.59272123166667,2.7928844,3.44814986583333,3.49466507208333,3.4816031,2.890997525,4.19308252666667,3.54750520291667,3.56089938916667,4.2614053275,3.61575531666667,3.64102878,2.39538788333333,3.04778233375,3.16035967791667,2.66099931666667,2.49743987383333
SX2973151A_1_house,4.59820895166666,1.96295694416667,1.279593875,1.19811245,1.18700512791667,1.206308,1.81814816583333,1.38914635,2.70524198666667,2.79274859916667,3.4618777025,2.84909721666667,2.82758686583333,2.84475839333333,2.87363292791667,2.8773411725,2.8913906775,3.5654293,3.00596193333333,2.37688788333333,2.37105250875,2.49743721666667,2.59899160875,2.58393651666667
SX2748146A_1_house,1.121,1.003,3.86310055625,3.26595878333333,4.38073048083333,1.0325,1.2095,1.3275,5.07799705333333,3.24872084916667,1.3275,1.3275,1.3275,1.298,1.298,1.3275,1.3865,1.5045,1.593,1.652,1.8585,2.0945,1.9175,1.4455
SX2991913A_1_house,3.87837561833333,2.06675806083333,0.87339068125,0.326416666666667,0.949258108333333,0.995808,1.02990101666667,1.65692003333333,2.31540552666667,2.35024859916667,3.0157567025,3.03518643333333,2.40856967458333,2.42765913,3.09796218083333,3.17189938916667,3.20517221083333,3.22425531666667,3.23875045666666,0.650833333333333,2.61178716708333,1.84036823625,1.69566310875,1.022642175
SX3235253A_1_house,1.28933333333333,0.993,1.32875338958333,1.23444578333333,0.633,0.629333333333334,1.21439135,1.89231441583333,2.03809939333333,2.14524349916667,2.17592828875,2.18330155,2.22467468333333,2.84390639333333,2.20973298625,2.19839428916667,2.8751334275,2.88873498333333,1.59293753333333,0.995666666666667,2.33655250875,1.74677910833333,2.47132977541667,1.9892288655
SX3235253A_2_house,0.314666666666667,0.317916666666667,0.940394708333333,0.965945783333333,0.4425,1.01947466666667,1.02521501666667,1.6387750825,1.71385493333333,1.7346467,2.3465549775,1.76534133333333,2.3860820325,1.81802813333333,2.47333990583333,2.54517450583333,2.56868909416667,2.66772766666667,2.67835892333333,0.621833333333333,1.75556217541667,1.62590371416667,0.987582991666667,0.962475508333334
SX2991907A_1_house,0.8921434675,0.907328783333333,0.324416666666667,0.92211245,0.416166666666667,0.4425,0.4425,1.6272198325,1.68526606,1.06346181583333,1.73198878875,1.06517255,1.74432533291667,1.12561606666667,1.83324455,1.19394721666667,1.8664559775,1.89913131666667,1.31777086666667,0.678666666666667,1.21249418375,1.104945775,1.02609265833333,0.34425
SX2991907A_2_house,1.27775,1.06,0.9725,0.944,2.07828436125,2.1148506,1.124,3.05088789833333,5.07799705333333,5.14944044833333,1.3275,1.3275,1.3275,1.31225,1.298,1.31325,1.358,1.4475,1.55025,1.6235,1.75875,1.9805,2.003,1.6735
SX2879064A_1_house,3.45361140083333,0.961967783333333,0.331833333333333,0.87311245,0.86373858625,0.318416666666667,0.934381683333333,1.61104474916667,1.68526606,2.35024859916667,2.39279668041667,2.40659721666667,1.78100318333333,2.4676902,2.43579959458333,2.44480625583333,2.49072735,3.11859596666667,1.81796739,1.83406813625,1.83946917541667,1.27861244166667,1.29899678375,1.86344470716667
SX2879064A_2_house,3.33786308416667,1.33660678333333,1.256593875,1.217171,1.7360770475,1.18095926666667,0.695333333333333,2.60292984916667,3.36584612,2.79919184916667,3.49647557208333,3.4816031,2.85973150791667,3.55216419666667,3.54782470291667,2.91203565,4.227846655,3.61442198333333,2.31751339,2.36671196958333,3.04779200041667,2.51401206958333,2.63683944208333,2.50628770716667
SX3197637C_1_house,1.28133333333333,0.971666666666667,0.752833333333333,0.670666666666667,0.630333333333333,0.629333333333334,0.629333333333334,1.88310841583333,2.64764998666667,2.79484884916667,2.866726175,3.4816031,2.892169025,2.87607579666667,3.56565424458333,3.52525332833333,2.8764114275,3.5359293,2.94866593333333,2.29975763625,2.34172400875,2.36420156958333,2.48066310875,2.66810801666667
SX2860487C_1_house,1.92833745083333,1.26160678333333,1.217996375,0.629333333333334,1.216045775,1.23945926666667,1.36859014916667,1.49881301666667,2.72931665333333,2.1549198325,2.79888831083333,2.21659133333333,2.82474386583333,2.21600946666667,2.86808763625,2.89625058916667,2.9385296775,3.044061,3.05139625666667,1.770027275,2.52305250875,2.68793721666667,1.907166325,1.5672288655
SX2841638C_1_house,1.006,0.9455,0.944,0.944,1.03025,1.75312593333333,2.4698148325,2.5303780825,3.80834612,3.26968805,3.96859456666667,3.9241031,3.94331884958333,3.96633086333334,4.04226676666667,4.72647821166667,4.19214421083334,4.95602565,4.31116712333333,1.85325,5.95483337583334,3.18767873625,3.34066760041667,1.82306219883333
SX3235256A_1_house,1.55384755083333,1.50581491083333,0.944,1.55508766666667,1.66240194166667,1.78862593333333,1.91021501666667,2.5237750825,3.20509152666667,3.24169184916667,2.61661778875,3.28384721666667,3.27068138291667,3.26380439333333,3.31158990583333,4.11220505583334,3.53818909416667,3.61406831666667,3.69464625666667,3.25088788333333,3.94664390083333,3.08629338333333,2.02150449166667,1.77831219883333
SX3197630A_1_house,1.58850798333333,1.91958836083333,1.23339068125,1.220171,1.212735275,1.17745926666667,1.26889135,2.5958661825,3.35643812,4.06266843166667,3.49647557208333,3.51489288333333,4.16609004916667,3.55418286333333,3.54900520291667,4.206811545,4.2569053275,4.28660898333334,3.65937112333333,1.0575,4.34490381708333,3.14148067791667,3.26632943375,1.28733333333333
